9600
6
(-10, -6, -0.836,) 1, 0.6, 0.251,
(-9.5, -6, -0.112,) 0.95, 0.6, 0.1,
(-10, -5.5, -0.598,) 1, 0.55, 0.179,
(-9.5, -6, -0.112,) 0.95, 0.6, 0.1,
(-10, -5.5, -0.598,) 1, 0.55, 0.179,
(-9.5, -5.5, -0.0799,) 0.95, 0.55, 0.1,
(-10, -5.5, -0.598,) 1, 0.55, 0.179,
(-9.5, -5.5, -0.0799,) 0.95, 0.55, 0.1,
(-10, -5, -0.231,) 1, 0.5, 0.1,
(-9.5, -5.5, -0.0799,) 0.95, 0.55, 0.1,
(-10, -5, -0.231,) 1, 0.5, 0.1,
(-9.5, -5, -0.0309,) 0.95, 0.5, 0.1,
(-10, -5, -0.231,) 1, 0.5, 0.1,
(-9.5, -5, -0.0309,) 0.95, 0.5, 0.1,
(-10, -4.5, 0.166,) 1, 0.45, 0.1,
(-9.5, -5, -0.0309,) 0.95, 0.5, 0.1,
(-10, -4.5, 0.166,) 1, 0.45, 0.1,
(-9.5, -4.5, 0.0222,) 0.95, 0.45, 0.1,
(-10, -4.5, 0.166,) 1, 0.45, 0.1,
(-9.5, -4.5, 0.0222,) 0.95, 0.45, 0.1,
(-10, -4, 0.498,) 1, 0.4, 0.149,
(-9.5, -4.5, 0.0222,) 0.95, 0.45, 0.1,
(-10, -4, 0.498,) 1, 0.4, 0.149,
(-9.5, -4, 0.0663,) 0.95, 0.4, 0.1,
(-10, -4, 0.498,) 1, 0.4, 0.149,
(-9.5, -4, 0.0663,) 0.95, 0.4, 0.1,
(-10, -3.5, 0.688,) 1, 0.35, 0.206,
(-9.5, -4, 0.0663,) 0.95, 0.4, 0.1,
(-10, -3.5, 0.688,) 1, 0.35, 0.206,
(-9.5, -3.5, 0.0915,) 0.95, 0.35, 0.1,
(-10, -3.5, 0.688,) 1, 0.35, 0.206,
(-9.5, -3.5, 0.0915,) 0.95, 0.35, 0.1,
(-10, -3, 0.7,) 1, 0.3, 0.21,
(-9.5, -3.5, 0.0915,) 0.95, 0.35, 0.1,
(-10, -3, 0.7,) 1, 0.3, 0.21,
(-9.5, -3, 0.093,) 0.95, 0.3, 0.1,
(-10, -3, 0.7,) 1, 0.3, 0.21,
(-9.5, -3, 0.093,) 0.95, 0.3, 0.1,
(-10, -2.5, 0.545,) 1, 0.25, 0.163,
(-9.5, -3, 0.093,) 0.95, 0.3, 0.1,
(-10, -2.5, 0.545,) 1, 0.25, 0.163,
(-9.5, -2.5, 0.0722,) 0.95, 0.25, 0.1,
(-10, -2.5, 0.545,) 1, 0.25, 0.163,
(-9.5, -2.5, 0.0722,) 0.95, 0.25, 0.1,
(-10, -2, 0.272,) 1, 0.2, 0.1,
(-9.5, -2.5, 0.0722,) 0.95, 0.25, 0.1,
(-10, -2, 0.272,) 1, 0.2, 0.1,
(-9.5, -2, 0.036,) 0.95, 0.2, 0.1,
(-10, -2, 0.272,) 1, 0.2, 0.1,
(-9.5, -2, 0.036,) 0.95, 0.2, 0.1,
(-10, -1.5, -0.0443,) 1, 0.2, 0.1,
(-9.5, -2, 0.036,) 0.95, 0.2, 0.1,
(-10, -1.5, -0.0443,) 1, 0.2, 0.1,
(-9.5, -1.5, -0.00585,) 0.95, 0.2, 0.1,
(-10, -1.5, -0.0443,) 1, 0.2, 0.1,
(-9.5, -1.5, -0.00585,) 0.95, 0.2, 0.1,
(-10, -1, -0.323,) 1, 0.2, 0.1,
(-9.5, -1.5, -0.00585,) 0.95, 0.2, 0.1,
(-10, -1, -0.323,) 1, 0.2, 0.1,
(-9.5, -1, -0.0426,) 0.95, 0.2, 0.1,
(-10, -1, -0.323,) 1, 0.2, 0.1,
(-9.5, -1, -0.0426,) 0.95, 0.2, 0.1,
(-10, -0.5, -0.501,) 1, 0.2, 0.15,
(-9.5, -1, -0.0426,) 0.95, 0.2, 0.1,
(-10, -0.5, -0.501,) 1, 0.2, 0.15,
(-9.5, -0.5, -0.066,) 0.95, 0.2, 0.1,
(-10, -0.5, -0.501,) 1, 0.2, 0.15,
(-9.5, -0.5, -0.066,) 0.95, 0.2, 0.1,
(-10, 0, -0.544,) 1, 0.2, 0.163,
(-9.5, -0.5, -0.066,) 0.95, 0.2, 0.1,
(-10, 0, -0.544,) 1, 0.2, 0.163,
(-9.5, 0, -0.0714,) 0.95, 0.2, 0.1,
(-10, 0, -0.544,) 1, 0.2, 0.163,
(-9.5, 0, -0.0714,) 0.95, 0.2, 0.1,
(-10, 0.5, -0.454,) 1, 0.2, 0.136,
(-9.5, 0, -0.0714,) 0.95, 0.2, 0.1,
(-10, 0.5, -0.454,) 1, 0.2, 0.136,
(-9.5, 0.5, -0.0594,) 0.95, 0.2, 0.1,
(-10, 0.5, -0.454,) 1, 0.2, 0.136,
(-9.5, 0.5, -0.0594,) 0.95, 0.2, 0.1,
(-10, 1, -0.265,) 1, 0.2, 0.1,
(-9.5, 0.5, -0.0594,) 0.95, 0.2, 0.1,
(-10, 1, -0.265,) 1, 0.2, 0.1,
(-9.5, 1, -0.0345,) 0.95, 0.2, 0.1,
(-10, 1, -0.265,) 1, 0.2, 0.1,
(-9.5, 1, -0.0345,) 0.95, 0.2, 0.1,
(-10, 1.5, -0.0327,) 1, 0.2, 0.1,
(-9.5, 1, -0.0345,) 0.95, 0.2, 0.1,
(-10, 1.5, -0.0327,) 1, 0.2, 0.1,
(-9.5, 1.5, -0.00425,) 0.95, 0.2, 0.1,
(-10, 1.5, -0.0327,) 1, 0.2, 0.1,
(-9.5, 1.5, -0.00425,) 0.95, 0.2, 0.1,
(-10, 2, 0.181,) 1, 0.2, 0.1,
(-9.5, 1.5, -0.00425,) 0.95, 0.2, 0.1,
(-10, 2, 0.181,) 1, 0.2, 0.1,
(-9.5, 2, 0.0235,) 0.95, 0.2, 0.1,
(-10, 2, 0.181,) 1, 0.2, 0.1,
(-9.5, 2, 0.0235,) 0.95, 0.2, 0.1,
(-10, 2.5, 0.327,) 1, 0.25, 0.1,
(-9.5, 2, 0.0235,) 0.95, 0.2, 0.1,
(-10, 2.5, 0.327,) 1, 0.25, 0.1,
(-9.5, 2.5, 0.0421,) 0.95, 0.25, 0.1,
(-10, 2.5, 0.327,) 1, 0.25, 0.1,
(-9.5, 2.5, 0.0421,) 0.95, 0.25, 0.1,
(-10, 3, 0.377,) 1, 0.3, 0.113,
(-9.5, 2.5, 0.0421,) 0.95, 0.25, 0.1,
(-10, 3, 0.377,) 1, 0.3, 0.113,
(-9.5, 3, 0.0484,) 0.95, 0.3, 0.1,
(-10, 3, 0.377,) 1, 0.3, 0.113,
(-9.5, 3, 0.0484,) 0.95, 0.3, 0.1,
(-10, 3.5, 0.331,) 1, 0.35, 0.1,
(-9.5, 3, 0.0484,) 0.95, 0.3, 0.1,
(-10, 3.5, 0.331,) 1, 0.35, 0.1,
(-9.5, 3.5, 0.0422,) 0.95, 0.35, 0.1,
(-10, 3.5, 0.331,) 1, 0.35, 0.1,
(-9.5, 3.5, 0.0422,) 0.95, 0.35, 0.1,
(-10, 4, 0.213,) 1, 0.4, 0.1,
(-9.5, 3.5, 0.0422,) 0.95, 0.35, 0.1,
(-10, 4, 0.213,) 1, 0.4, 0.1,
(-9.5, 4, 0.027,) 0.95, 0.4, 0.1,
(-10, 4, 0.213,) 1, 0.4, 0.1,
(-9.5, 4, 0.027,) 0.95, 0.4, 0.1,
(-10, 4.5, 0.0631,) 1, 0.45, 0.1,
(-9.5, 4, 0.027,) 0.95, 0.4, 0.1,
(-10, 4.5, 0.0631,) 1, 0.45, 0.1,
(-9.5, 4.5, 0.00792,) 0.95, 0.45, 0.1,
(-10, 4.5, 0.0631,) 1, 0.45, 0.1,
(-9.5, 4.5, 0.00792,) 0.95, 0.45, 0.1,
(-10, 5, -0.0772,) 1, 0.5, 0.1,
(-9.5, 4.5, 0.00792,) 0.95, 0.45, 0.1,
(-10, 5, -0.0772,) 1, 0.5, 0.1,
(-9.5, 5, -0.00959,) 0.95, 0.5, 0.1,
(-10, 5, -0.0772,) 1, 0.5, 0.1,
(-9.5, 5, -0.00959,) 0.95, 0.5, 0.1,
(-10, 5.5, -0.173,) 1, 0.55, 0.1,
(-9.5, 5, -0.00959,) 0.95, 0.5, 0.1,
(-10, 5.5, -0.173,) 1, 0.55, 0.1,
(-9.5, 5.5, -0.0213,) 0.95, 0.55, 0.1,
(-10, 5.5, -0.173,) 1, 0.55, 0.1,
(-9.5, 5.5, -0.0213,) 0.95, 0.55, 0.1,
(-10, 6, -0.209,) 1, 0.6, 0.1,
(-9.5, 5.5, -0.0213,) 0.95, 0.55, 0.1,
(-10, 6, -0.209,) 1, 0.6, 0.1,
(-9.5, 6, -0.0253,) 0.95, 0.6, 0.1,
(-10, 6, -0.209,) 1, 0.6, 0.1,
(-9.5, 6, -0.0253,) 0.95, 0.6, 0.1,
(-10, 6.5, -0.186,) 1, 0.65, 0.1,
(-9.5, 6, -0.0253,) 0.95, 0.6, 0.1,
(-10, 6.5, -0.186,) 1, 0.65, 0.1,
(-9.5, 6.5, -0.022,) 0.95, 0.65, 0.1,
(-10, 6.5, -0.186,) 1, 0.65, 0.1,
(-9.5, 6.5, -0.022,) 0.95, 0.65, 0.1,
(-10, 7, -0.123,) 1, 0.7, 0.1,
(-9.5, 6.5, -0.022,) 0.95, 0.65, 0.1,
(-10, 7, -0.123,) 1, 0.7, 0.1,
(-9.5, 7, -0.0142,) 0.95, 0.7, 0.1,
(-10, 7, -0.123,) 1, 0.7, 0.1,
(-9.5, 7, -0.0142,) 0.95, 0.7, 0.1,
(-10, 7.5, -0.0471,) 1, 0.75, 0.1,
(-9.5, 7, -0.0142,) 0.95, 0.7, 0.1,
(-10, 7.5, -0.0471,) 1, 0.75, 0.1,
(-9.5, 7.5, -0.00521,) 0.95, 0.75, 0.1,
(-10, 7.5, -0.0471,) 1, 0.75, 0.1,
(-9.5, 7.5, -0.00521,) 0.95, 0.75, 0.1,
(-10, 8, 0.0158,) 1, 0.8, 0.1,
(-9.5, 7.5, -0.00521,) 0.95, 0.75, 0.1,
(-10, 8, 0.0158,) 1, 0.8, 0.1,
(-9.5, 8, 0.00164,) 0.95, 0.8, 0.1,
(-10, 8, 0.0158,) 1, 0.8, 0.1,
(-9.5, 8, 0.00164,) 0.95, 0.8, 0.1,
(-10, 8.5, 0.0491,) 1, 0.85, 0.1,
(-9.5, 8, 0.00164,) 0.95, 0.8, 0.1,
(-10, 8.5, 0.0491,) 1, 0.85, 0.1,
(-9.5, 8.5, 0.00452,) 0.95, 0.85, 0.1,
(-10, 8.5, 0.0491,) 1, 0.85, 0.1,
(-9.5, 8.5, 0.00452,) 0.95, 0.85, 0.1,
(-10, 9, 0.0496,) 1, 0.9, 0.1,
(-9.5, 8.5, 0.00452,) 0.95, 0.85, 0.1,
(-10, 9, 0.0496,) 1, 0.9, 0.1,
(-9.5, 9, 0.00342,) 0.95, 0.9, 0.1,
(-10, 9, 0.0496,) 1, 0.9, 0.1,
(-9.5, 9, 0.00342,) 0.95, 0.9, 0.1,
(-10, 9.5, 0.0271,) 1, 0.95, 0.1,
(-9.5, 9, 0.00342,) 0.95, 0.9, 0.1,
(-10, 9.5, 0.0271,) 1, 0.95, 0.1,
(-9.5, 9.5, -0,) 0.95, 0.95, 0.1,
(-10, 9.5, 0.0271,) 1, 0.95, 0.1,
(-9.5, 9.5, -0,) 0.95, 0.95, 0.1,
(-10, 10, -0,) 1, 1, 0.1,
(-9.5, 9.5, -0,) 0.95, 0.95, 0.1,
(-10, 10, -0,) 1, 1, 0.1,
(-9.5, 10, -0.00315,) 0.95, 1, 0.1,
(-9.5, -10, 0.123,) 0.95, 1, 0.1,
(-9, -10, -0.657,) 0.9, 1, 0.197,
(-9.5, -9.5, 0.142,) 0.95, 0.95, 0.1,
(-9, -10, -0.657,) 0.9, 1, 0.197,
(-9.5, -9.5, 0.142,) 0.95, 0.95, 0.1,
(-9, -9.5, -0.76,) 0.9, 0.95, 0.228,
(-9.5, -9.5, 0.142,) 0.95, 0.95, 0.1,
(-9, -9.5, -0.76,) 0.9, 0.95, 0.228,
(-9.5, -9, 0.127,) 0.95, 0.9, 0.1,
(-9, -9.5, -0.76,) 0.9, 0.95, 0.228,
(-9.5, -9, 0.127,) 0.95, 0.9, 0.1,
(-9, -9, -0.676,) 0.9, 0.9, 0.203,
(-9.5, -9, 0.127,) 0.95, 0.9, 0.1,
(-9, -9, -0.676,) 0.9, 0.9, 0.203,
(-9.5, -8.5, 0.0814,) 0.95, 0.85, 0.1,
(-9, -9, -0.676,) 0.9, 0.9, 0.203,
(-9.5, -8.5, 0.0814,) 0.95, 0.85, 0.1,
(-9, -8.5, -0.434,) 0.9, 0.85, 0.13,
(-9.5, -8.5, 0.0814,) 0.95, 0.85, 0.1,
(-9, -8.5, -0.434,) 0.9, 0.85, 0.13,
(-9.5, -8, 0.0191,) 0.95, 0.8, 0.1,
(-9, -8.5, -0.434,) 0.9, 0.85, 0.13,
(-9.5, -8, 0.0191,) 0.95, 0.8, 0.1,
(-9, -8, -0.102,) 0.9, 0.8, 0.1,
(-9.5, -8, 0.0191,) 0.95, 0.8, 0.1,
(-9, -8, -0.102,) 0.9, 0.8, 0.1,
(-9.5, -7.5, -0.0443,) 0.95, 0.75, 0.1,
(-9, -8, -0.102,) 0.9, 0.8, 0.1,
(-9.5, -7.5, -0.0443,) 0.95, 0.75, 0.1,
(-9, -7.5, 0.236,) 0.9, 0.75, 0.1,
(-9.5, -7.5, -0.0443,) 0.95, 0.75, 0.1,
(-9, -7.5, 0.236,) 0.9, 0.75, 0.1,
(-9.5, -7, -0.0935,) 0.95, 0.7, 0.1,
(-9, -7.5, 0.236,) 0.9, 0.75, 0.1,
(-9.5, -7, -0.0935,) 0.95, 0.7, 0.1,
(-9, -7, 0.497,) 0.9, 0.7, 0.149,
(-9.5, -7, -0.0935,) 0.95, 0.7, 0.1,
(-9, -7, 0.497,) 0.9, 0.7, 0.149,
(-9.5, -6.5, -0.117,) 0.95, 0.65, 0.1,
(-9, -7, 0.497,) 0.9, 0.7, 0.149,
(-9.5, -6.5, -0.117,) 0.95, 0.65, 0.1,
(-9, -6.5, 0.624,) 0.9, 0.65, 0.187,
(-9.5, -6.5, -0.117,) 0.95, 0.65, 0.1,
(-9, -6.5, 0.624,) 0.9, 0.65, 0.187,
(-9.5, -6, -0.112,) 0.95, 0.6, 0.1,
(-9, -6.5, 0.624,) 0.9, 0.65, 0.187,
(-9.5, -6, -0.112,) 0.95, 0.6, 0.1,
(-9, -6, 0.594,) 0.9, 0.6, 0.178,
(-9.5, -6, -0.112,) 0.95, 0.6, 0.1,
(-9, -6, 0.594,) 0.9, 0.6, 0.178,
(-9.5, -5.5, -0.0799,) 0.95, 0.55, 0.1,
(-9, -6, 0.594,) 0.9, 0.6, 0.178,
(-9.5, -5.5, -0.0799,) 0.95, 0.55, 0.1,
(-9, -5.5, 0.423,) 0.9, 0.55, 0.127,
(-9.5, -5.5, -0.0799,) 0.95, 0.55, 0.1,
(-9, -5.5, 0.423,) 0.9, 0.55, 0.127,
(-9.5, -5, -0.0309,) 0.95, 0.5, 0.1,
(-9, -5.5, 0.423,) 0.9, 0.55, 0.127,
(-9.5, -5, -0.0309,) 0.95, 0.5, 0.1,
(-9, -5, 0.164,) 0.9, 0.5, 0.1,
(-9.5, -5, -0.0309,) 0.95, 0.5, 0.1,
(-9, -5, 0.164,) 0.9, 0.5, 0.1,
(-9.5, -4.5, 0.0222,) 0.95, 0.45, 0.1,
(-9, -5, 0.164,) 0.9, 0.5, 0.1,
(-9.5, -4.5, 0.0222,) 0.95, 0.45, 0.1,
(-9, -4.5, -0.117,) 0.9, 0.45, 0.1,
(-9.5, -4.5, 0.0222,) 0.95, 0.45, 0.1,
(-9, -4.5, -0.117,) 0.9, 0.45, 0.1,
(-9.5, -4, 0.0663,) 0.95, 0.4, 0.1,
(-9, -4.5, -0.117,) 0.9, 0.45, 0.1,
(-9.5, -4, 0.0663,) 0.95, 0.4, 0.1,
(-9, -4, -0.35,) 0.9, 0.4, 0.105,
(-9.5, -4, 0.0663,) 0.95, 0.4, 0.1,
(-9, -4, -0.35,) 0.9, 0.4, 0.105,
(-9.5, -3.5, 0.0915,) 0.95, 0.35, 0.1,
(-9, -4, -0.35,) 0.9, 0.4, 0.105,
(-9.5, -3.5, 0.0915,) 0.95, 0.35, 0.1,
(-9, -3.5, -0.482,) 0.9, 0.35, 0.145,
(-9.5, -3.5, 0.0915,) 0.95, 0.35, 0.1,
(-9, -3.5, -0.482,) 0.9, 0.35, 0.145,
(-9.5, -3, 0.093,) 0.95, 0.3, 0.1,
(-9, -3.5, -0.482,) 0.9, 0.35, 0.145,
(-9.5, -3, 0.093,) 0.95, 0.3, 0.1,
(-9, -3, -0.49,) 0.9, 0.3, 0.147,
(-9.5, -3, 0.093,) 0.95, 0.3, 0.1,
(-9, -3, -0.49,) 0.9, 0.3, 0.147,
(-9.5, -2.5, 0.0722,) 0.95, 0.25, 0.1,
(-9, -3, -0.49,) 0.9, 0.3, 0.147,
(-9.5, -2.5, 0.0722,) 0.95, 0.25, 0.1,
(-9, -2.5, -0.38,) 0.9, 0.25, 0.114,
(-9.5, -2.5, 0.0722,) 0.95, 0.25, 0.1,
(-9, -2.5, -0.38,) 0.9, 0.25, 0.114,
(-9.5, -2, 0.036,) 0.95, 0.2, 0.1,
(-9, -2.5, -0.38,) 0.9, 0.25, 0.114,
(-9.5, -2, 0.036,) 0.95, 0.2, 0.1,
(-9, -2, -0.189,) 0.9, 0.2, 0.1,
(-9.5, -2, 0.036,) 0.95, 0.2, 0.1,
(-9, -2, -0.189,) 0.9, 0.2, 0.1,
(-9.5, -1.5, -0.00585,) 0.95, 0.2, 0.1,
(-9, -2, -0.189,) 0.9, 0.2, 0.1,
(-9.5, -1.5, -0.00585,) 0.95, 0.2, 0.1,
(-9, -1.5, 0.0306,) 0.9, 0.2, 0.1,
(-9.5, -1.5, -0.00585,) 0.95, 0.2, 0.1,
(-9, -1.5, 0.0306,) 0.9, 0.2, 0.1,
(-9.5, -1, -0.0426,) 0.95, 0.2, 0.1,
(-9, -1.5, 0.0306,) 0.9, 0.2, 0.1,
(-9.5, -1, -0.0426,) 0.95, 0.2, 0.1,
(-9, -1, 0.223,) 0.9, 0.2, 0.1,
(-9.5, -1, -0.0426,) 0.95, 0.2, 0.1,
(-9, -1, 0.223,) 0.9, 0.2, 0.1,
(-9.5, -0.5, -0.066,) 0.95, 0.2, 0.1,
(-9, -1, 0.223,) 0.9, 0.2, 0.1,
(-9.5, -0.5, -0.066,) 0.95, 0.2, 0.1,
(-9, -0.5, 0.344,) 0.9, 0.2, 0.103,
(-9.5, -0.5, -0.066,) 0.95, 0.2, 0.1,
(-9, -0.5, 0.344,) 0.9, 0.2, 0.103,
(-9.5, 0, -0.0714,) 0.95, 0.2, 0.1,
(-9, -0.5, 0.344,) 0.9, 0.2, 0.103,
(-9.5, 0, -0.0714,) 0.95, 0.2, 0.1,
(-9, 0, 0.371,) 0.9, 0.2, 0.111,
(-9.5, 0, -0.0714,) 0.95, 0.2, 0.1,
(-9, 0, 0.371,) 0.9, 0.2, 0.111,
(-9.5, 0.5, -0.0594,) 0.95, 0.2, 0.1,
(-9, 0, 0.371,) 0.9, 0.2, 0.111,
(-9.5, 0.5, -0.0594,) 0.95, 0.2, 0.1,
(-9, 0.5, 0.307,) 0.9, 0.2, 0.1,
(-9.5, 0.5, -0.0594,) 0.95, 0.2, 0.1,
(-9, 0.5, 0.307,) 0.9, 0.2, 0.1,
(-9.5, 1, -0.0345,) 0.95, 0.2, 0.1,
(-9, 0.5, 0.307,) 0.9, 0.2, 0.1,
(-9.5, 1, -0.0345,) 0.95, 0.2, 0.1,
(-9, 1, 0.178,) 0.9, 0.2, 0.1,
(-9.5, 1, -0.0345,) 0.95, 0.2, 0.1,
(-9, 1, 0.178,) 0.9, 0.2, 0.1,
(-9.5, 1.5, -0.00425,) 0.95, 0.2, 0.1,
(-9, 1, 0.178,) 0.9, 0.2, 0.1,
(-9.5, 1.5, -0.00425,) 0.95, 0.2, 0.1,
(-9, 1.5, 0.0219,) 0.9, 0.2, 0.1,
(-9.5, 1.5, -0.00425,) 0.95, 0.2, 0.1,
(-9, 1.5, 0.0219,) 0.9, 0.2, 0.1,
(-9.5, 2, 0.0235,) 0.95, 0.2, 0.1,
(-9, 1.5, 0.0219,) 0.9, 0.2, 0.1,
(-9.5, 2, 0.0235,) 0.95, 0.2, 0.1,
(-9, 2, -0.12,) 0.9, 0.2, 0.1,
(-9.5, 2, 0.0235,) 0.95, 0.2, 0.1,
(-9, 2, -0.12,) 0.9, 0.2, 0.1,
(-9.5, 2.5, 0.0421,) 0.95, 0.25, 0.1,
(-9, 2, -0.12,) 0.9, 0.2, 0.1,
(-9.5, 2.5, 0.0421,) 0.95, 0.25, 0.1,
(-9, 2.5, -0.215,) 0.9, 0.25, 0.1,
(-9.5, 2.5, 0.0421,) 0.95, 0.25, 0.1,
(-9, 2.5, -0.215,) 0.9, 0.25, 0.1,
(-9.5, 3, 0.0484,) 0.95, 0.3, 0.1,
(-9, 2.5, -0.215,) 0.9, 0.25, 0.1,
(-9.5, 3, 0.0484,) 0.95, 0.3, 0.1,
(-9, 3, -0.245,) 0.9, 0.3, 0.1,
(-9.5, 3, 0.0484,) 0.95, 0.3, 0.1,
(-9, 3, -0.245,) 0.9, 0.3, 0.1,
(-9.5, 3.5, 0.0422,) 0.95, 0.35, 0.1,
(-9, 3, -0.245,) 0.9, 0.3, 0.1,
(-9.5, 3.5, 0.0422,) 0.95, 0.35, 0.1,
(-9, 3.5, -0.212,) 0.9, 0.35, 0.1,
(-9.5, 3.5, 0.0422,) 0.95, 0.35, 0.1,
(-9, 3.5, -0.212,) 0.9, 0.35, 0.1,
(-9.5, 4, 0.027,) 0.95, 0.4, 0.1,
(-9, 3.5, -0.212,) 0.9, 0.35, 0.1,
(-9.5, 4, 0.027,) 0.95, 0.4, 0.1,
(-9, 4, -0.135,) 0.9, 0.4, 0.1,
(-9.5, 4, 0.027,) 0.95, 0.4, 0.1,
(-9, 4, -0.135,) 0.9, 0.4, 0.1,
(-9.5, 4.5, 0.00792,) 0.95, 0.45, 0.1,
(-9, 4, -0.135,) 0.9, 0.4, 0.1,
(-9.5, 4.5, 0.00792,) 0.95, 0.45, 0.1,
(-9, 4.5, -0.0391,) 0.9, 0.45, 0.1,
(-9.5, 4.5, 0.00792,) 0.95, 0.45, 0.1,
(-9, 4.5, -0.0391,) 0.9, 0.45, 0.1,
(-9.5, 5, -0.00959,) 0.95, 0.5, 0.1,
(-9, 4.5, -0.0391,) 0.9, 0.45, 0.1,
(-9.5, 5, -0.00959,) 0.95, 0.5, 0.1,
(-9, 5, 0.0468,) 0.9, 0.5, 0.1,
(-9.5, 5, -0.00959,) 0.95, 0.5, 0.1,
(-9, 5, 0.0468,) 0.9, 0.5, 0.1,
(-9.5, 5.5, -0.0213,) 0.95, 0.55, 0.1,
(-9, 5, 0.0468,) 0.9, 0.5, 0.1,
(-9.5, 5.5, -0.0213,) 0.95, 0.55, 0.1,
(-9, 5.5, 0.102,) 0.9, 0.55, 0.1,
(-9.5, 5.5, -0.0213,) 0.95, 0.55, 0.1,
(-9, 5.5, 0.102,) 0.9, 0.55, 0.1,
(-9.5, 6, -0.0253,) 0.95, 0.6, 0.1,
(-9, 5.5, 0.102,) 0.9, 0.55, 0.1,
(-9.5, 6, -0.0253,) 0.95, 0.6, 0.1,
(-9, 6, 0.119,) 0.9, 0.6, 0.1,
(-9.5, 6, -0.0253,) 0.95, 0.6, 0.1,
(-9, 6, 0.119,) 0.9, 0.6, 0.1,
(-9.5, 6.5, -0.022,) 0.95, 0.65, 0.1,
(-9, 6, 0.119,) 0.9, 0.6, 0.1,
(-9.5, 6.5, -0.022,) 0.95, 0.65, 0.1,
(-9, 6.5, 0.101,) 0.9, 0.65, 0.1,
(-9.5, 6.5, -0.022,) 0.95, 0.65, 0.1,
(-9, 6.5, 0.101,) 0.9, 0.65, 0.1,
(-9.5, 7, -0.0142,) 0.95, 0.7, 0.1,
(-9, 6.5, 0.101,) 0.9, 0.65, 0.1,
(-9.5, 7, -0.0142,) 0.95, 0.7, 0.1,
(-9, 7, 0.0621,) 0.9, 0.7, 0.1,
(-9.5, 7, -0.0142,) 0.95, 0.7, 0.1,
(-9, 7, 0.0621,) 0.9, 0.7, 0.1,
(-9.5, 7.5, -0.00521,) 0.95, 0.75, 0.1,
(-9, 7, 0.0621,) 0.9, 0.7, 0.1,
(-9.5, 7.5, -0.00521,) 0.95, 0.75, 0.1,
(-9, 7.5, 0.0214,) 0.9, 0.75, 0.1,
(-9.5, 7.5, -0.00521,) 0.95, 0.75, 0.1,
(-9, 7.5, 0.0214,) 0.9, 0.75, 0.1,
(-9.5, 8, 0.00164,) 0.95, 0.8, 0.1,
